year,temp
64710,-7.54263483071
64711,-7.5474274689
64712,-7.55228263052
64713,-7.55720031558
64714,-7.56218052406
64715,-7.56722325598
64716,-7.57232851132
64717,-7.5774962901
64718,-7.58272659231
64719,-7.58801941794
64720,-7.59337476701
64721,-7.59879263951
64722,-7.60427303544
64723,-7.6098159548
64724,-7.6154213976
64725,-7.62108936382
64726,-7.62681985347
64727,-7.63261286656
64728,-7.63846840307
64729,-7.64438646302
64730,-7.65036704639
64731,-7.6564101532
64732,-7.66251578344
64733,-7.66868393711
64734,-7.67491461421
64735,-7.68120781474
64736,-7.6875635387
64737,-7.69398178609
64738,-7.70046255691
64739,-7.70700585116
64740,-7.71361166885
64741,-7.72028000996
64742,-7.72701087451
64743,-7.73380426248
64744,-7.74066017389
64745,-7.74757860873
64746,-7.75453926882
64747,-7.76142036511
64748,-7.76820159943
64749,-7.77488297178
64750,-7.78146448215
64751,-7.78794613054
64752,-7.79432791696
64753,-7.80060984141
64754,-7.80679190388
64755,-7.81287410438
64756,-7.8188564429
64757,-7.82473891944
64758,-7.83052153402
64759,-7.83620428661
64760,-7.84178717724
64761,-7.84727020589
64762,-7.85265337256
64763,-7.85793667726
64764,-7.86312011998
64765,-7.86820370073
64766,-7.87318741951
64767,-7.87807127631
64768,-7.88285527113
64769,-7.88753940398
64770,-7.89212367486
64771,-7.89660808376
64772,-7.90099263069
64773,-7.90527731564
64774,-7.90946213862
64775,-7.91354709962
64776,-7.91753219865
64777,-7.9214174357
64778,-7.92520281078
64779,-7.92888832388
64780,-7.93247397501
64781,-7.93595976417
64782,-7.93934569135
64783,-7.94263175655
64784,-7.94581795978
64785,-7.94890430104
64786,-7.95189078032
64787,-7.95477739763
64788,-7.95756415296
64789,-7.96025104632
64790,-7.9628380777
64791,-7.96532524711
64792,-7.96771255454
64793,-7.97
64794,-7.97218758348
64795,-7.97427530499
64796,-7.97626316453
64797,-7.97815116209
64798,-7.97993929767
64799,-7.98162757128
64800,-7.98321598292
64801,-7.98470453258
64802,-7.98609322027
64803,-7.98738204598
64804,-7.98857100972
64805,-7.98966011148
64806,-7.99064935127
64807,-7.99153872908
64808,-7.99232824492
64809,-7.99301789878
64810,-7.99360769067
64811,-7.99409762059
64812,-7.99448768853
64813,-7.99477789449
64814,-7.99496823848
64815,-7.9950587205
64816,-7.99504934054
64817,-7.9949400986
64818,-7.9947309947
64819,-7.99442202881
64820,-7.99401320096
64821,-7.99350451112
64822,-7.99289595932
64823,-7.99218754554
64824,-7.99137926978
64825,-7.99047113205
64826,-7.98946313234
64827,-7.98835527066
64828,-7.98714754701
64829,-7.98583996138
64830,-7.98443251377
64831,-7.98292520419
64832,-7.98131803264
64833,-7.97961099911
64834,-7.97780410361
64835,-7.97589734613
64836,-7.97389072668
64837,-7.97178424525
64838,-7.96957790185
64839,-7.96727169647
64840,-7.96486562912
64841,-7.9623596998
64842,-7.95977545826
64843,-7.95724220312
64844,-7.95478148414
64845,-7.95239330132
64846,-7.95007765466
64847,-7.94783454416
64848,-7.94566396982
64849,-7.94356593164
64850,-7.94154042962
64851,-7.93958746376
64852,-7.93770703406
64853,-7.93589914052
64854,-7.93416378314
64855,-7.93250096192
64856,-7.93091067686
64857,-7.92939292796
64858,-7.92794771522
64859,-7.92657503864
64860,-7.92527489822
64861,-7.92404729396
64862,-7.92289222585
64863,-7.92180969391
64864,-7.92079969813
64865,-7.91986223851
64866,-7.91899731505
64867,-7.91820492775
64868,-7.91748507661
64869,-7.91683776163
64870,-7.91626298281
64871,-7.91576074015
64872,-7.91533103365
64873,-7.91497386331
64874,-7.91468922913
64875,-7.91447713111
64876,-7.91433756925
64877,-7.91427054355
64878,-7.91427605401
64879,-7.91435410063
64880,-7.91450468341
64881,-7.91472780235
64882,-7.91502345744
64883,-7.9153916487
64884,-7.91583237612
64885,-7.9163456397
64886,-7.91693143944
64887,-7.91758977534
64888,-7.9183206474
64889,-7.91912405562
64890,-7.92
64891,-7.92094848054
64892,-7.92196949724
64893,-7.9230630501
64894,-7.92422913912
64895,-7.9254677643
64896,-7.92677892564
64897,-7.92816262314
64898,-7.9296188568
64899,-7.93114762661
64900,-7.93274893259
64901,-7.93442277473
64902,-7.93616915303
64903,-7.93798806749
64904,-7.93987951811
64905,-7.94184350489
64906,-7.94388002783
64907,-7.94598908693
64908,-7.94817068219
64909,-7.95042481361
64910,-7.95275148119
64911,-7.95515068493
64912,-7.95762242483
64913,-7.96016670089
64914,-7.96278351311
64915,-7.96547286148
64916,-7.96823474602
64917,-7.97106916672
64918,-7.97397612358
64919,-7.9769556166
64920,-7.98000764578
64921,-7.98313221112
64922,-7.98632931262
64923,-7.98959895028
64924,-7.9929411241
64925,-7.99635583408
64926,-7.99984308022
64927,-8.00340286252
64928,-8.00703518098
64929,-8.0107400356
64930,-8.01451742637
64931,-8.01836735331
64932,-8.02228981641
64933,-8.02628481567
64934,-8.03035235109
64935,-8.03449242267
64936,-8.03870503041
64937,-8.04299017431
64938,-8.04734785437
64939,-8.05175896856
64940,-8.05610890472
64941,-8.06037856083
64942,-8.06456793688
64943,-8.06867703287
64944,-8.0727058488
64945,-8.07665438468
64946,-8.0805226405
64947,-8.08431061626
64948,-8.08801831197
64949,-8.09164572762
64950,-8.09519286321
64951,-8.09865971874
64952,-8.10204629422
64953,-8.10535258964
64954,-8.108578605
64955,-8.11172434031
64956,-8.11478979556
64957,-8.11777497075
64958,-8.12067986589
64959,-8.12350448097
64960,-8.12624881599
64961,-8.12891287095
64962,-8.13149664586
64963,-8.13400014071
64964,-8.1364233555
64965,-8.13876629024
64966,-8.14102894492
64967,-8.14321131954
64968,-8.1453134141
64969,-8.14733522861
64970,-8.14927676306
64971,-8.15113801746
64972,-8.15291899179
64973,-8.15461968607
64974,-8.1562401003
64975,-8.15778023446
64976,-8.15924008857
64977,-8.16061966262
64978,-8.16191895662
64979,-8.16313797055
64980,-8.16427670443
64981,-8.16533515826
64982,-8.16631333202
64983,-8.16721122573
64984,-8.16802883939
64985,-8.16876617298
64986,-8.16942322652
64987,-8.17
64988,-8.17049649342
64989,-8.17091270679
64990,-8.1712486401
64991,-8.17150429335
64992,-8.17167966655
64993,-8.17177475969
64994,-8.17178957277
64995,-8.17172410579
64996,-8.17157835876
64997,-8.17135233167
64998,-8.17104602453
64999,-8.17065943732
65000,-8.17019257006
65001,-8.16964542274
65002,-8.16901799537
65003,-8.16831028794
65004,-8.16752230045
65005,-8.1666540329
65006,-8.1657054853
65007,-8.16467665764
65008,-8.16356754992
65009,-8.16237816215
65010,-8.16110849432
65011,-8.15975854643
65012,-8.15832831849
65013,-8.15681781048
65014,-8.15522702243
65015,-8.15355595431
65016,-8.15180460614
65017,-8.14997297791
65018,-8.14806106962
65019,-8.14606888127
65020,-8.14399641287
65021,-8.14184366441
65022,-8.1396106359
65023,-8.13729732733
65024,-8.1349037387
65025,-8.13242987001
65026,-8.12987572127
65027,-8.12724129246
65028,-8.12452658361
65029,-8.12173159469
65030,-8.11885632572
65031,-8.11590077669
65032,-8.1128649476
65033,-8.10974883846
65034,-8.10655244926
65035,-8.10327578
65036,-8.09991883069
65037,-8.09654112433
65038,-8.09320218395
65039,-8.08990200953
65040,-8.08664060108
65041,-8.0834179586
65042,-8.0802340821
65043,-8.07708897156
65044,-8.07398262699
65045,-8.07091504839
65046,-8.06788623577
65047,-8.06489618911
65048,-8.06194490842
65049,-8.05903239371
65050,-8.05615864496
65051,-8.05332366219
65052,-8.05052744538
65053,-8.04776999454
65054,-8.04505130968
65055,-8.04237139078
65056,-8.03973023786
65057,-8.0371278509
65058,-8.03456422991
65059,-8.0320393749
65060,-8.02955328585
65061,-8.02710596278
65062,-8.02469740567
65063,-8.02232761454
65064,-8.01999658937
65065,-8.01770433018
65066,-8.01545083695
65067,-8.0132361097
65068,-8.01106014841
65069,-8.0089229531
65070,-8.00682452375
65071,-8.00476486038
65072,-8.00274396298
65073,-8.00076183154
65074,-7.99881846608
65075,-7.99691386658
65076,-7.99504803306
65077,-7.99322096551
65078,-7.99143266392
65079,-7.98968312831
65080,-7.98797235867
65081,-7.98630035499
65082,-7.98466711729
65083,-7.98307264556
65084,-7.98151693979
65085,-7.98
65086,-7.97852182618
65087,-7.97708241832
65088,-7.97568177644
65089,-7.97431990053
65090,-7.97299679059
65091,-7.97171244661
65092,-7.97046686861
65093,-7.96926005658
65094,-7.96809201052
65095,-7.96696273043
65096,-7.9658722163
65097,-7.96482046815
65098,-7.96380748597
65099,-7.96283326976
65100,-7.96189781952
65101,-7.96100113525
65102,-7.96014321694
65103,-7.95932406461
65104,-7.95854367825
65105,-7.95780205786
65106,-7.95709920344
65107,-7.95643511499
65108,-7.95580979251
65109,-7.955223236
65110,-7.95467544546
65111,-7.95416642089
65112,-7.95369616229
65113,-7.95326466966
65114,-7.952871943
65115,-7.95251798231
65116,-7.95220278759
65117,-7.95192635884
65118,-7.95168869606
65119,-7.95148979925
65120,-7.95132966841
65121,-7.95120830354
65122,-7.95112570464
65123,-7.95108187171
65124,-7.95107680475
65125,-7.95111050376
65126,-7.95118296874
65127,-7.95129419969
65128,-7.95144419662
65129,-7.95163295951
65130,-7.95186048837
65131,-7.9521267832
65132,-7.952431844
65133,-7.95277567077
65134,-7.95315113082
65135,-7.953515428
65136,-7.95386142962
65137,-7.95418913567
65138,-7.95449854616
65139,-7.95478966108
65140,-7.95506248045
65141,-7.95531700424
65142,-7.95555323248
65143,-7.95577116515
65144,-7.95597080226
65145,-7.95615214381
65146,-7.95631518979
65147,-7.95645994021
65148,-7.95658639506
65149,-7.95669455436
65150,-7.95678441809
65151,-7.95685598625
65152,-7.95690925885
65153,-7.95694423589
65154,-7.95696091737
65155,-7.95695930328
65156,-7.95693939363
65157,-7.95690118842
65158,-7.95684468764
65159,-7.9567698913
65160,-7.9566767994
65161,-7.95656541193
65162,-7.9564357289
65163,-7.95628775031
65164,-7.95612147615
65165,-7.95593690643
65166,-7.95573404114
65167,-7.9555128803
65168,-7.95527342389
65169,-7.95501567191
65170,-7.95473962438
65171,-7.95444528128
65172,-7.95413264261
65173,-7.95380170839
65174,-7.9534524786
65175,-7.95308495324
65176,-7.95269913233
65177,-7.95229501585
65178,-7.95187260381
65179,-7.9514318962
65180,-7.95097289303
65181,-7.9504955943
65182,-7.95
65183,-7.94948611014
65184,-7.94895392472
65185,-7.94840344373
65186,-7.94783466718
65187,-7.94724759507
65188,-7.94664222739
65189,-7.94601856415
65190,-7.94537660535
65191,-7.94471635099
65192,-7.94403780106
65193,-7.94334095556
65194,-7.94262581451
65195,-7.94189237789
65196,-7.94114064571
65197,-7.94037061796
65198,-7.93958229465
65199,-7.93877567578
65200,-7.93795076134
65201,-7.93710755135
65202,-7.93624604578
65203,-7.93536624466
65204,-7.93446814797
65205,-7.93355175572
65206,-7.9326170679
65207,-7.93166408452
65208,-7.93069280558
65209,-7.92970323108
65210,-7.92869536101
65211,-7.92766919538
65212,-7.92662473418
65213,-7.92556197742
65214,-7.9244809251
65215,-7.92338157722
65216,-7.92226393377
65217,-7.92112799476
65218,-7.91997376018
65219,-7.91880123004
65220,-7.91761040434
65221,-7.91640128308
65222,-7.91517386625
65223,-7.91392815386
65224,-7.9126641459
65225,-7.91138184239
65226,-7.9100812433
65227,-7.90876234866
65228,-7.90742515845
65229,-7.90606967268
65230,-7.90469589135
65231,-7.90327897122
65232,-7.90179406906
65233,-7.90024118488
65234,-7.89862031868
65235,-7.89693147044
65236,-7.89517464019
65237,-7.8933498279
65238,-7.89145703359
65239,-7.88949625726
65240,-7.88746749889
65241,-7.88537075851
65242,-7.88320603609
65243,-7.88097333165
65244,-7.87867264519
65245,-7.8763039767
65246,-7.87386732618
65247,-7.87136269364
65248,-7.86879007907
65249,-7.86614948248
65250,-7.86344090386
65251,-7.86066434321
65252,-7.85781980054
65253,-7.85490727584
65254,-7.85192676912
65255,-7.84887828037
65256,-7.84576180959
65257,-7.84257735679
65258,-7.83932492197
65259,-7.83600450511
65260,-7.83261610623
65261,-7.82915972533
65262,-7.8256353624
65263,-7.82204301744
65264,-7.81838269046
65265,-7.81465438145
65266,-7.81085809042
65267,-7.80699381736
65268,-7.80306156228
65269,-7.79906132516
65270,-7.79499310603
65271,-7.79085690486
65272,-7.78665272168
65273,-7.78238055646
65274,-7.77804040922
65275,-7.77363227995
65276,-7.76915616866
65277,-7.76461207534
65278,-7.76
65279,-7.75531994263
65280,-7.75057190323
65281,-7.74575588181
65282,-7.74087187837
65283,-7.73591989289
65284,-7.73089992539
65285,-7.72581197587
65286,-7.72065604432
65287,-7.71543213074
65288,-7.71014023514
65289,-7.70478035751
65290,-7.69935249786
65291,-7.69385665618
65292,-7.68829283247
65293,-7.68266102674
65294,-7.67696123898
65295,-7.6711934692
65296,-7.66535771739
65297,-7.65945398356
65298,-7.65348226769
65299,-7.64744256981
65300,-7.6413348899
65301,-7.63515922796
65302,-7.62891558399
65303,-7.622603958
65304,-7.61622434999
65305,-7.60977675995
65306,-7.60326118788
65307,-7.59667763378
65308,-7.59002609766
65309,-7.58330657952
65310,-7.57651907935
65311,-7.56966359715
65312,-7.56274013293
65313,-7.55574868668
65314,-7.54868925841
65315,-7.54156184811
65316,-7.53436645578
65317,-7.52710308143
65318,-7.51977172505
65319,-7.51237238665
65320,-7.50490506622
65321,-7.49736976376
65322,-7.48976647928
65323,-7.48209521277
65324,-7.47435596424
65325,-7.46657371604
65326,-7.45889836235
65327,-7.45135488552
65328,-7.44394328555
65329,-7.43666356244
65330,-7.4295157162
65331,-7.42249974683
65332,-7.41561565431
65333,-7.40886343867
65334,-7.40224309988
65335,-7.39575463796
65336,-7.3893980529
65337,-7.38317334471
65338,-7.37708051338
65339,-7.37111955891
65340,-7.36529048131
65341,-7.35959328057
65342,-7.35402795669
65343,-7.34859450968
65344,-7.34329293953
65345,-7.33812324624
65346,-7.33308542982
65347,-7.32817949027
65348,-7.32340542757
65349,-7.31876324174
65350,-7.31425293278
65351,-7.30987450067
65352,-7.30562794543
65353,-7.30151326706
65354,-7.29753046555
65355,-7.2936795409
65356,-7.28996049312
65357,-7.2863733222
65358,-7.28291802814
65359,-7.27959461095
65360,-7.27640307062
65361,-7.27334340715
65362,-7.27041562055
65363,-7.26761971081
65364,-7.26495567794
65365,-7.26242352193
65366,-7.26002324278
65367,-7.2577548405
65368,-7.25561831508
65369,-7.25361366652
65370,-7.25174089483
65371,-7.25
65372,-7.24839098204
65373,-7.24691384093
65374,-7.2455685767
65375,-7.24435518932
65376,-7.24327367881
65377,-7.24232404517
65378,-7.24150628838
65379,-7.24082040846
65380,-7.24026640541
65381,-7.23984427922
65382,-7.23955402989
65383,-7.23939565743
65384,-7.23936916183
65385,-7.23947454309
65386,-7.23971180122
65387,-7.24008093621
65388,-7.24058194806
65389,-7.24121483678
65390,-7.24197960236
65391,-7.24287624481
65392,-7.24390476412
65393,-7.24506516029
65394,-7.24635743333
65395,-7.24778158323
65396,-7.24933760999
65397,-7.25102551362
65398,-7.25284529411
65399,-7.25479695146
65400,-7.25688048568
65401,-7.25909589676
65402,-7.26144318471
65403,-7.26392234952
65404,-7.26653339119
65405,-7.26927630973
65406,-7.27215110513
65407,-7.2751577774
65408,-7.27829632653
65409,-7.28156675252
65410,-7.28496905537
65411,-7.28850323509
65412,-7.29216929168
65413,-7.29596722512
65414,-7.29989703543
65415,-7.30395872261
65416,-7.30815228665
65417,-7.31247772755
65418,-7.31691486604
65419,-7.32134262646
65420,-7.32574082955
65421,-7.3301094753
65422,-7.33444856371
65423,-7.33875809478
65424,-7.34303806852
65425,-7.34728848491
65426,-7.35150934396
65427,-7.35570064568
65428,-7.35986239006
65429,-7.3639945771
65430,-7.3680972068
65431,-7.37217027916
65432,-7.37621379418
65433,-7.38022775186
65434,-7.38421215221
65435,-7.38816699521
65436,-7.39209228088
65437,-7.39598800921
65438,-7.3998541802
65439,-7.40369079385
65440,-7.40749785016
65441,-7.41127534913
65442,-7.41502329077
65443,-7.41874167506
65444,-7.42243050202
65445,-7.42608977164
65446,-7.42971948391
65447,-7.43331963885
65448,-7.43689023646
65449,-7.44043127672
65450,-7.44394275964
65451,-7.44742468523
65452,-7.45087705347
65453,-7.45429986438
65454,-7.45769311795
65455,-7.46105681418
65456,-7.46439095307
65457,-7.46769553462
65458,-7.47097055884
65459,-7.47421602571
65460,-7.47743193525
65461,-7.48061828744
65462,-7.4837750823
65463,-7.48690231982
65464,-7.49
65465,-7.49306812284
65466,-7.49610668834
65467,-7.49911569651
65468,-7.50209514733
65469,-7.50504504082
65470,-7.50796537697
65471,-7.51085615578
65472,-7.51371737725
65473,-7.51654904138
65474,-7.51935114817
65475,-7.52212369762
65476,-7.52486668974
65477,-7.52758012452
65478,-7.53026400195
65479,-7.53291832205
65480,-7.53554308481
65481,-7.53813829023
65482,-7.54070393831
65483,-7.54324002906
65484,-7.54574656246
65485,-7.54822353853
65486,-7.55067095725
65487,-7.55308881864
65488,-7.55547712269
65489,-7.5578358694
65490,-7.56016505877
65491,-7.56246469081
65492,-7.5647347655
65493,-7.56697528285
65494,-7.56918624287
65495,-7.57136764555
65496,-7.57351949089
65497,-7.57564177889
65498,-7.57773450955
65499,-7.57979768287
65500,-7.58183129885
65501,-7.5838353575
65502,-7.58580985881
65503,-7.58775480277
65504,-7.5896701894
65505,-7.59155601869
65506,-7.59341229064
65507,-7.59523900525
65508,-7.59703616253
65509,-7.59880376246
65510,-7.60054180506
65511,-7.60225029031
65512,-7.60393592204
65513,-7.60563892306
65514,-7.6073659972
65515,-7.60911714444
65516,-7.61089236479
65517,-7.61269165825
65518,-7.61451502481
65519,-7.61636246449
65520,-7.61823397727
65521,-7.62012956316
65522,-7.62204922216
65523,-7.62399295426
65524,-7.62596075948
65525,-7.6279526378
65526,-7.62996858923
65527,-7.63200861377
65528,-7.63407271141
65529,-7.63616088217
65530,-7.63827312603
65531,-7.640409443
65532,-7.64256983307
65533,-7.64475429626
65534,-7.64696283255
65535,-7.64919544196
65536,-7.65145212447
65537,-7.65373288008
65538,-7.65603770881
65539,-7.65836661064
65540,-7.66071958559
65541,-7.66309663364
65542,-7.66549775479
65543,-7.66792294906
65544,-7.67037221643
65545,-7.67284555691
65546,-7.6753429705
65547,-7.6778644572
65548,-7.68041001701
65549,-7.68297964992
65550,-7.68557335594
65551,-7.68819113507
65552,-7.69083298731
65553,-7.69349891266
65554,-7.69618891111
65555,-7.69890298267
65556,-7.70164112734
65557,-7.70440334512
65558,-7.70718963601
65559,-7.71
65560,-7.7128344371
65561,-7.71569294731
65562,-7.71857553063
65563,-7.72148218706
65564,-7.72441291659
65565,-7.72736771923
65566,-7.73034659498
65567,-7.73334954384
65568,-7.7363765658
65569,-7.73942766088
65570,-7.74250282906
65571,-7.74560207035
65572,-7.74872538475
65573,-7.75187277225
65574,-7.75504423287
65575,-7.75823976659
65576,-7.76145937342
65577,-7.76470305336
65578,-7.7679708064
65579,-7.77126263255
65580,-7.77457853182
65581,-7.77791850419
65582,-7.78128254966
65583,-7.78467066825
65584,-7.78808285994
65585,-7.79151912474
65586,-7.79497946265
65587,-7.79846387367
65588,-7.8019723578
65589,-7.80550491503
65590,-7.80906154537
65591,-7.81264224882
65592,-7.81624702538
65593,-7.81987587505
65594,-7.82352879782
65595,-7.8272057937
65596,-7.83090686269
65597,-7.83463200479
65598,-7.83838121999
65599,-7.84215450831
65600,-7.84595186973
65601,-7.84977330426
65602,-7.8536188119
65603,-7.85748839264
65604,-7.8613820465
65605,-7.86529977346
65606,-7.86924157353
65607,-7.8732074467
65608,-7.87722261897
65609,-7.88131231632
65610,-7.88547653874
65611,-7.88971528623
65612,-7.8940285588
65613,-7.89841635644
65614,-7.90287867916
65615,-7.90741552695
65616,-7.91202689982
65617,-7.91671279776
65618,-7.92147322078
65619,-7.92630816887
65620,-7.93121764204
65621,-7.93620164028
65622,-7.94126016359
65623,-7.94639321198
65624,-7.95160078545
65625,-7.95688288399
65626,-7.96223950761
65627,-7.9676706563
65628,-7.97317633006
65629,-7.9787565289
65630,-7.98441125282
65631,-7.99014050181
65632,-7.99594427587
65633,-8.00182257501
65634,-8.00777539922
65635,-8.01380274851
65636,-8.01990462288
65637,-8.02608102232
65638,-8.03233194683
65639,-8.03865739642
65640,-8.04505737108
65641,-8.05153187082
65642,-8.05808089563
65643,-8.06470444552
65644,-8.07140252048
65645,-8.07817512052
65646,-8.08502224563
65647,-8.09194389581
65648,-8.09894007108
65649,-8.10601077141
65650,-8.11315599682
65651,-8.12037574731
65652,-8.12767002287
65653,-8.1350388235
65654,-8.14248214921
65655,-8.15
65656,-8.15759237586
65657,-8.16525927679
65658,-8.1730007028
65659,-8.18081665389
65660,-8.18870713005
65661,-8.19667213128
65662,-8.20471165759
65663,-8.21282570897
65664,-8.22101428543
65665,-8.22927738696
65666,-8.23761501357
65667,-8.24602716526
65668,-8.25451384201
65669,-8.26307504385
65670,-8.27171077075
65671,-8.28042102273
65672,-8.28920579979
65673,-8.29806510192
65674,-8.30699892913
65675,-8.31600728141
65676,-8.32509015877
65677,-8.3342475612
65678,-8.3434794887
65679,-8.35278594128
65680,-8.36216691894
65681,-8.37162242167
65682,-8.38115244947
65683,-8.39075700235
65684,-8.40043608031
65685,-8.41018968334
65686,-8.42001781144
65687,-8.42992046462
65688,-8.43989764287
65689,-8.4499493462
65690,-8.46007557461
65691,-8.47027632808
65692,-8.48055160664
65693,-8.49090141027
65694,-8.50132573897
65695,-8.51182459275
65696,-8.5223979716
65697,-8.53304587552
65698,-8.54376830453
65699,-8.5545652586
65700,-8.56543673775
65701,-8.57638274198
65702,-8.58740327128
65703,-8.59849832566
65704,-8.60966790511
65705,-8.62091200963
65706,-8.63218719432
65707,-8.64323278966
65708,-8.65400535076
65709,-8.66450487759
65710,-8.67473137018
65711,-8.6846848285
65712,-8.69436525258
65713,-8.7037726424
65714,-8.71290699796
65715,-8.72176831927
65716,-8.73035660633
65717,-8.73867185913
65718,-8.74671407768
65719,-8.75448326197
65720,-8.76197941201
65721,-8.7692025278
65722,-8.77615260933
65723,-8.7828296566
65724,-8.78923366963
65725,-8.79536464839
65726,-8.80122259291
65727,-8.80680750316
65728,-8.81211937917
65729,-8.81715822092
65730,-8.82192402841
65731,-8.82641680165
65732,-8.83063654064
65733,-8.83458324537
65734,-8.83825691585
65735,-8.84165755207
65736,-8.84478515404
65737,-8.84763972176
65738,-8.85022125522
65739,-8.85252975442
65740,-8.85456521937
65741,-8.85632765007
65742,-8.85781704651
65743,-8.8590334087
65744,-8.85997673664
65745,-8.86064703031
65746,-8.86104428974
65747,-8.86116851491
65748,-8.86101970583
65749,-8.86059786249
65750,-8.8599029849
65751,-8.85893507305
65752,-8.85769412695
65753,-8.85618014659
65754,-8.85439313198
65755,-8.85233308312
65756,-8.85
65757,-8.84739388263
65758,-8.844514731
65759,-8.84136254512
65760,-8.83793732498
65761,-8.83423907059
65762,-8.83026778195
65763,-8.82602345905
65764,-8.82150610189
65765,-8.81671571048
65766,-8.81165228482
65767,-8.80631582491
65768,-8.80070633073
65769,-8.79482380231
65770,-8.78866823963
65771,-8.78223964269
65772,-8.77553801151
65773,-8.76856334606
65774,-8.76131564636
65775,-8.75379491241
65776,-8.74600114421
65777,-8.73793434175
65778,-8.72959450503
65779,-8.72098163406
65780,-8.71209572884
65781,-8.70293678936
65782,-8.69350481563
65783,-8.68379980764
65784,-8.6738217654
65785,-8.6635706889
65786,-8.65304657815
65787,-8.64224943315
65788,-8.63117925389
65789,-8.61983604038
65790,-8.60821979261
65791,-8.59633051059
65792,-8.58416819431
65793,-8.57173284378
65794,-8.55902445899
65795,-8.54604303995
65796,-8.53278858666
65797,-8.51926109911
65798,-8.50546057731
65799,-8.49138702125
65800,-8.47704043094
65801,-8.46242080637
65802,-8.44752814755
65803,-8.43236245448
65804,-8.41692372715
65805,-8.40121196557
65806,-8.38527639887
65807,-8.36941240189
65808,-8.35366920376
65809,-8.33804680448
65810,-8.32254520407
65811,-8.3071644025
65812,-8.29190439979
65813,-8.27676519594
65814,-8.26174679094
65815,-8.2468491848
65816,-8.23207237751
65817,-8.21741636907
65818,-8.20288115949
65819,-8.18846674877
65820,-8.1741731369
65821,-8.16000032388
65822,-8.14594830972
65823,-8.13201709442
65824,-8.11820667797
65825,-8.10451706037
65826,-8.09094824163
65827,-8.07750022174
65828,-8.06417300071
65829,-8.05096657854
65830,-8.03788095522
65831,-8.02491613075
65832,-8.01207210514
65833,-7.99934887838
65834,-7.98674645048
65835,-7.97426482143
65836,-7.96190399124
65837,-7.9496639599
65838,-7.93754472742
65839,-7.92554629379
65840,-7.91366865902
65841,-7.9019118231
65842,-7.89027578603
65843,-7.87876054783
65844,-7.86736610847
65845,-7.85609246797
65846,-7.84493962633
65847,-7.83390758354
65848,-7.82299633961
65849,-7.81220589453
65850,-7.8015362483
65851,-7.79098740093
65852,-7.78055935242
65853,-7.77025210276
65854,-7.76006565195
65855,-7.75
65856,-7.7400551469
65857,-7.73023109266
65858,-7.72052783728
65859,-7.71094538075
65860,-7.70148372307
65861,-7.69214286425
65862,-7.68292280428
65863,-7.67382354317
65864,-7.66484508091
65865,-7.65598741751
65866,-7.64725055296
65867,-7.63863448727
65868,-7.63013922043
65869,-7.62176475245
65870,-7.61351108332
65871,-7.60537821305
65872,-7.59736614163
65873,-7.58947486907
65874,-7.58170439536
65875,-7.57405472051
65876,-7.56652584451
65877,-7.55911776736
65878,-7.55183048907
65879,-7.54466400964
65880,-7.53761832906
65881,-7.53069344734
65882,-7.52388936447
65883,-7.51720608045
65884,-7.51064359529
65885,-7.50420190899
65886,-7.49788102154
65887,-7.49168093294
65888,-7.4856016432
65889,-7.47964315231
65890,-7.47380546028
65891,-7.46808856711
65892,-7.46249247278
65893,-7.45701717732
65894,-7.45166268071
65895,-7.44642898295
65896,-7.44131608405
65897,-7.436323984
65898,-7.43145268281
65899,-7.42670218047
65900,-7.42207247699
65901,-7.41756357236
65902,-7.41317546659
65903,-7.40893387465
65904,-7.40486451154
65905,-7.40096737724
65906,-7.39724247176
65907,-7.39368979511
65908,-7.39030934727
65909,-7.38710112826
65910,-7.38406513806
65911,-7.38120137669
65912,-7.37850984413
65913,-7.37599054039
65914,-7.37364346548
65915,-7.37146861938
65916,-7.36946600211
65917,-7.36763561365
65918,-7.36597745401
65919,-7.3644915232
65920,-7.3631778212
65921,-7.36203634803
65922,-7.36106710367
65923,-7.36027008813
65924,-7.35964530142
65925,-7.35919274352
65926,-7.35891241444
65927,-7.35880431419
65928,-7.35886844275
65929,-7.35910480014
65930,-7.35951338634
65931,-7.36009420136
65932,-7.36084724521
65933,-7.36177251787
65934,-7.36287001935
65935,-7.36413974966
65936,-7.36558170878
65937,-7.36719589672
65938,-7.36898231349
65939,-7.37094095907
65940,-7.37307183347
65941,-7.3753749367
65942,-7.37785026874
65943,-7.3804978296
65944,-7.38331761929
65945,-7.38630963779
65946,-7.38947388511
65947,-7.39281036125
65948,-7.39631906622
65949,-7.4
65950,-7.4038531626
65951,-7.40787855403
65952,-7.41207617427
65953,-7.41644602333
65954,-7.42098810121
65955,-7.42570240792
65956,-7.43058894344
65957,-7.43564770778
65958,-7.44087870094
65959,-7.44628192293
65960,-7.45185737373
65961,-7.45760505335
65962,-7.46352496179
65963,-7.46961709906
65964,-7.47588146514
65965,-7.48231806004
65966,-7.48892688376
65967,-7.49570793631
65968,-7.50266121767
65969,-7.50978672785
65970,-7.51708446685
65971,-7.52455443468
65972,-7.53219663132
65973,-7.54001105678
65974,-7.54799771106
65975,-7.55615659416
65976,-7.56448770609
65977,-7.57299104683
65978,-7.58166661639
65979,-7.59051441477
65980,-7.59953444197
65981,-7.608726698
65982,-7.61809118284
65983,-7.6276278965
65984,-7.63733683898
65985,-7.64721801028
