year,temp
30750,-7.31532419704
30751,-7.31326541397
30752,-7.31129611819
30753,-7.30941630968
30754,-7.30762598846
30755,-7.30592515452
30756,-7.30431380787
30757,-7.3027919485
30758,-7.3013595764
30759,-7.3000166916
30760,-7.29876329407
30761,-7.29759938383
30762,-7.29652496086
30763,-7.29554002518
30764,-7.29464457679
30765,-7.29383861567
30766,-7.29312214184
30767,-7.29249515529
30768,-7.29195765603
30769,-7.29150964404
30770,-7.29115111934
30771,-7.29088208192
30772,-7.29070253178
30773,-7.29061246893
30774,-7.29061189336
30775,-7.29070080507
30776,-7.29087920406
30777,-7.29114709033
30778,-7.29150446389
30779,-7.29195132473
30780,-7.29248767285
30781,-7.29311350826
30782,-7.29382883095
30783,-7.29463364092
30784,-7.29552793817
30785,-7.2965117227
30786,-7.29758499452
30787,-7.29874775362
30788,-7.3
30789,-7.30134173366
30790,-7.30277295461
30791,-7.30429366284
30792,-7.30590385835
30793,-7.30760354115
30794,-7.30939271122
30795,-7.31127136858
30796,-7.31323951322
30797,-7.31529714515
30798,-7.31744426435
30799,-7.31968087084
30800,-7.32200696461
30801,-7.32442254566
30802,-7.326927614
30803,-7.32952216962
30804,-7.33220621252
30805,-7.3349797427
30806,-7.33784276017
30807,-7.34079526491
30808,-7.34383725695
30809,-7.34696873626
30810,-7.35018970285
30811,-7.35350015673
30812,-7.35690009789
30813,-7.36038952633
30814,-7.36396844206
30815,-7.36763684507
30816,-7.37139473536
30817,-7.37524211293
30818,-7.37917897778
30819,-7.38320532992
30820,-7.38732116934
30821,-7.39152649604
30822,-7.39582131003
30823,-7.40020561129
30824,-7.40467939984
30825,-7.40924267567
30826,-7.41389543879
30827,-7.41863768918
30828,-7.42346942686
30829,-7.42839065182
30830,-7.43338889649
30831,-7.43838935543
30832,-7.44337956106
30833,-7.44835951337
30834,-7.45332921239
30835,-7.45828865809
30836,-7.46323785048
30837,-7.46817678957
30838,-7.47310547534
30839,-7.47802390781
30840,-7.48293208697
30841,-7.48783001282
30842,-7.49271768537
30843,-7.4975951046
30844,-7.50246227053
30845,-7.50731918315
30846,-7.51216584246
30847,-7.51700224846
30848,-7.52182840115
30849,-7.52664430054
30850,-7.53144994662
30851,-7.53624533938
30852,-7.54103047884
30853,-7.545805365
30854,-7.55056999784
30855,-7.55532437737
30856,-7.5600685036
30857,-7.56480237652
30858,-7.56952599613
30859,-7.57423936243
30860,-7.57894247542
30861,-7.58363533511
30862,-7.58831794149
30863,-7.59299029455
30864,-7.59765239431
30865,-7.60230424077
30866,-7.60694583391
30867,-7.61157717374
30868,-7.61619826027
30869,-7.62080909349
30870,-7.6254096734
30871,-7.63
30872,-7.63458007329
30873,-7.63914989328
30874,-7.64370945995
30875,-7.64825877332
30876,-7.65279783338
30877,-7.65732664013
30878,-7.66184519358
30879,-7.66635349371
30880,-7.67085154054
30881,-7.67533933406
30882,-7.67981687427
30883,-7.68428416117
30884,-7.68874119476
30885,-7.69318797504
30886,-7.69762450202
30887,-7.70205077569
30888,-7.70646679605
30889,-7.7108725631
30890,-7.71526807684
30891,-7.71965333728
30892,-7.7240283444
30893,-7.72839309822
30894,-7.73274759873
30895,-7.73709184593
30896,-7.74142583982
30897,-7.74574958041
30898,-7.75006306768
30899,-7.75436630165
30900,-7.75865928231
30901,-7.76294200966
30902,-7.7672144837
30903,-7.77147670444
30904,-7.77572867186
30905,-7.77997038598
30906,-7.78420184679
30907,-7.78842305429
30908,-7.79263400848
30909,-7.79683470937
30910,-7.80102515694
30911,-7.80520535121
30912,-7.80937529217
30913,-7.81353497982
30914,-7.81768441416
30915,-7.82180390322
30916,-7.82587375503
30917,-7.82989396957
30918,-7.83386454686
30919,-7.83778548688
30920,-7.84165678966
30921,-7.84547845517
30922,-7.84925048342
30923,-7.85297287442
30924,-7.85664562816
30925,-7.86026874464
30926,-7.86384222387
30927,-7.86736606583
30928,-7.87084027054
30929,-7.874264838
30930,-7.87763976819
30931,-7.88096506112
30932,-7.8842407168
30933,-7.88746673522
30934,-7.89064311639
30935,-7.89376986029
30936,-7.89684696694
30937,-7.89987443633
30938,-7.90285226846
30939,-7.90578046333
30940,-7.90865902095
30941,-7.91148794131
30942,-7.91426722441
30943,-7.91699687025
30944,-7.91967687884
30945,-7.92230725017
30946,-7.92488798424
30947,-7.92741908105
30948,-7.9299005406
30949,-7.9323323629
30950,-7.93471454794
30951,-7.93704709572
30952,-7.93933000625
30953,-7.94156327951
30954,-7.94374691552
30955,-7.94588091427
30956,-7.94796527576
30957,-7.95
30958,-7.95198508698
30959,-7.9539205367
30960,-7.95580634916
30961,-7.95764252436
30962,-7.95942906231
30963,-7.961165963
30964,-7.96285322643
30965,-7.9644908526
30966,-7.96607884152
30967,-7.96761719318
30968,-7.96910590758
30969,-7.97054498472
30970,-7.97193442461
30971,-7.97327422723
30972,-7.9745643926
30973,-7.97580492071
30974,-7.97699581157
30975,-7.97813706517
30976,-7.9792286815
30977,-7.98027066058
30978,-7.98126300241
30979,-7.98220570697
30980,-7.98309877428
30981,-7.98394220433
30982,-7.98473599712
30983,-7.98548015266
30984,-7.98617467093
30985,-7.98681955195
30986,-7.98741479572
30987,-7.98796040222
30988,-7.98845637147
30989,-7.98890270345
30990,-7.98929939818
30991,-7.98964645566
30992,-7.98994387587
30993,-7.99019165883
30994,-7.99038980453
30995,-7.99053831297
30996,-7.99063718416
30997,-7.99068641808
30998,-7.99068601475
30999,-7.99063597416
31000,-7.99053629632
31001,-7.99041981339
31002,-7.99031935756
31003,-7.99023492883
31004,-7.9901665272
31005,-7.99011415266
31006,-7.99007780523
31007,-7.99005748489
31008,-7.99005319165
31009,-7.99006492551
31010,-7.99009268646
31011,-7.99013647452
31012,-7.99019628967
31013,-7.99027213192
31014,-7.99036400127
31015,-7.99047189771
31016,-7.99059582126
31017,-7.9907357719
31018,-7.99089174964
31019,-7.99106375448
31020,-7.99125178641
31021,-7.99145584545
31022,-7.99167593158
31023,-7.99191204481
31024,-7.99216418514
31025,-7.99243235256
31026,-7.99271654709
31027,-7.99301676871
31028,-7.99333301743
31029,-7.99366529325
31030,-7.99401359617
31031,-7.99437792618
31032,-7.99475828329
31033,-7.9951546675
31034,-7.99556707881
31035,-7.99599551722
31036,-7.99643998272
31037,-7.99690047533
31038,-7.99737699503
31039,-7.99786954182
31040,-7.99837811572
31041,-7.99890271672
31042,-7.99944334481
31043,-8.0
31044,-8.00057268229
31045,-8.00116139168
31046,-8.00176612816
31047,-8.00238689174
31048,-8.00302368242
31049,-8.0036765002
31050,-8.00434534508
31051,-8.00503021706
31052,-8.00573111613
31053,-8.0064480423
31054,-8.00718099557
31055,-8.00792997594
31056,-8.0086949834
31057,-8.00947601796
31058,-8.01027307963
31059,-8.01108616839
31060,-8.01191528424
31061,-8.0127604272
31062,-8.01362159725
31063,-8.0144987944
31064,-8.01539201865
31065,-8.01630127
31066,-8.01722654845
31067,-8.01816785399
31068,-8.01912518663
31069,-8.02009854637
31070,-8.02108793321
31071,-8.02209334714
31072,-8.02311478818
31073,-8.02415225631
31074,-8.02520575154
31075,-8.02627527387
31076,-8.02736082329
31077,-8.02846239982
31078,-8.02958000344
31079,-8.03071363416
31080,-8.03186329198
31081,-8.03302897689
31082,-8.03421068891
31083,-8.03540842802
31084,-8.03662219423
31085,-8.03785198754
31086,-8.03909780794
31087,-8.04035175735
31088,-8.04156644713
31089,-8.0427339792
31090,-8.04385435356
31091,-8.04492757019
31092,-8.04595362912
31093,-8.04693253032
31094,-8.04786427381
31095,-8.04874885958
31096,-8.04958628763
31097,-8.05037655797
31098,-8.05111967059
31099,-8.05181562549
31100,-8.05246442268
31101,-8.05306606215
31102,-8.0536205439
31103,-8.05412786794
31104,-8.05458803426
31105,-8.05500104286
31106,-8.05536689375
31107,-8.05568558692
31108,-8.05595712237
31109,-8.0561815001
31110,-8.05635872012
31111,-8.05648878243
31112,-8.05657168701
31113,-8.05660743388
31114,-8.05659602303
31115,-8.05653745447
31116,-8.05643172819
31117,-8.05627884419
31118,-8.05607880248
31119,-8.05583160305
31120,-8.0555372459
31121,-8.05519573103
31122,-8.05480705845
31123,-8.05437122815
31124,-8.05388824014
31125,-8.05335809441
31126,-8.05278079096
31127,-8.0521563298
31128,-8.05148471091
31129,-8.05076593432
31130,-8.05
31131,-8.04918690797
31132,-8.04832665822
31133,-8.04741925075
31134,-8.04646468557
31135,-8.04546296267
31136,-8.04441408206
31137,-8.04331804373
31138,-8.04217484768
31139,-8.04098449391
31140,-8.03974698243
31141,-8.03846231323
31142,-8.03713048631
31143,-8.03575150168
31144,-8.03432535933
31145,-8.03285205927
31146,-8.03133160148
31147,-8.02976398598
31148,-8.02814921277
31149,-8.02648728183
31150,-8.02477819318
31151,-8.02302194682
31152,-8.02121854273
31153,-8.01936798093
31154,-8.01747026142
31155,-8.01552538419
31156,-8.01353334923
31157,-8.01149415657
31158,-8.00940780618
31159,-8.00727429808
31160,-8.00509363227
31161,-8.00286580873
31162,-8.00059082748
31163,-7.99826868852
31164,-7.99589939183
31165,-7.99348293743
31166,-7.99101932531
31167,-7.98850855548
31168,-7.98595062793
31169,-7.98334554266
31170,-7.98069329968
31171,-7.97799389898
31172,-7.97524734056
31173,-7.97245362442
31174,-7.96963562097
31175,-7.9668162006
31176,-7.96399536332
31177,-7.96117310912
31178,-7.958349438
31179,-7.95552434996
31180,-7.95269784501
31181,-7.94986992314
31182,-7.94704058435
31183,-7.94420982865
31184,-7.94137765603
31185,-7.93854406649
31186,-7.93570906003
31187,-7.93287263666
31188,-7.93003479637
31189,-7.92719553917
31190,-7.92435486505
31191,-7.92151277401
31192,-7.91866926605
31193,-7.91582434118
31194,-7.91297799938
31195,-7.91013024068
31196,-7.90728106505
31197,-7.90443047251
31198,-7.90157846305
31199,-7.89872503668
31200,-7.89587019339
31201,-7.89301393318
31202,-7.89015625605
31203,-7.88729716201
31204,-7.88443665105
31205,-7.88157472317
31206,-7.87871137837
31207,-7.87584661666
31208,-7.87298043804
31209,-7.87011284249
31210,-7.86724383003
31211,-7.86437340065
31212,-7.86150155435
31213,-7.85862829114
31214,-7.85575361101
31215,-7.85287751396
31216,-7.85
31217,-7.84712106912
31218,-7.84424072132
31219,-7.84135895661
31220,-7.83847577498
31221,-7.83559117643
31222,-7.83270516096
31223,-7.82981772858
31224,-7.82692887928
31225,-7.82403861306
31226,-7.82114692993
31227,-7.81825382988
31228,-7.81535931291
31229,-7.81246337903
31230,-7.80956602823
31231,-7.80666726051
31232,-7.80376707587
31233,-7.80086547432
31234,-7.79796245585
31235,-7.79505802046
31236,-7.79215216816
31237,-7.78924489894
31238,-7.7863362128
31239,-7.78342610975
31240,-7.78051458978
31241,-7.77760165289
31242,-7.77468729909
31243,-7.77177152836
31244,-7.76885434073
31245,-7.76593573617
31246,-7.7630157147
31247,-7.76009427631
31248,-7.757171421
31249,-7.75424714878
31250,-7.75132145964
31251,-7.74839435358
31252,-7.7454658306
31253,-7.74253589071
31254,-7.7396045339
31255,-7.73667176018
31256,-7.73373756954
31257,-7.73080196198
31258,-7.7278649375
31259,-7.72492649611
31260,-7.72201517587
31261,-7.71915951484
31262,-7.71635951304
31263,-7.71361517045
31264,-7.71092648708
31265,-7.70829346293
31266,-7.705716098
31267,-7.70319439229
31268,-7.70072834579
31269,-7.69831795852
31270,-7.69596323046
31271,-7.69366416162
31272,-7.691420752
31273,-7.6892330016
31274,-7.68710091041
31275,-7.68502447845
31276,-7.6830037057
31277,-7.68103859218
31278,-7.67912913787
31279,-7.67727534278
31280,-7.6754772069
31281,-7.67373473025
31282,-7.67204791281
31283,-7.6704167546
31284,-7.6688412556
31285,-7.66732141582
31286,-7.66585723526
31287,-7.66444871392
31288,-7.66309585179
31289,-7.66179864889
31290,-7.6605571052
31291,-7.65937122073
31292,-7.65824099548
31293,-7.65716642945
31294,-7.65614752264
31295,-7.65518427504
31296,-7.65427668667
31297,-7.65342475751
31298,-7.65262848757
31299,-7.65188787685
31300,-7.65120292535
31301,-7.65057363306
31302,-7.65
31303,-7.64948202615
31304,-7.64901971153
31305,-7.64861305612
31306,-7.64826205993
31307,-7.64796672295
31308,-7.6477270452
31309,-7.64754302666
31310,-7.64741466735
31311,-7.64734196725
31312,-7.64732492637
31313,-7.64736354471
31314,-7.64745782227
31315,-7.64760775904
31316,-7.64781335504
31317,-7.64807461025
31318,-7.64839152468
31319,-7.64876409833
31320,-7.6491923312
31321,-7.64967622329
31322,-7.65021577459
31323,-7.65081098512
31324,-7.65146185486
31325,-7.65216838382
31326,-7.652930572
31327,-7.6537484194
31328,-7.65462192601
31329,-7.65555109185
31330,-7.6565359169
31331,-7.65757640117
31332,-7.65867254466
31333,-7.65982434737
31334,-7.6610318093
31335,-7.66229493045
31336,-7.66361371081
31337,-7.6649881504
31338,-7.6664182492
31339,-7.66790400722
31340,-7.66944542446
31341,-7.67104250091
31342,-7.67269523659
31343,-7.67440363148
31344,-7.6761676856
31345,-7.67798259953
31346,-7.67981957692
31347,-7.68167381836
31348,-7.68354532385
31349,-7.68543409339
31350,-7.68734012699
31351,-7.68926342465
31352,-7.69120398636
31353,-7.69316181212
31354,-7.69513690193
31355,-7.6971292558
31356,-7.69913887373
31357,-7.7011657557
31358,-7.70320990173
31359,-7.70527131182
31360,-7.70734998595
31361,-7.70944592415
31362,-7.71155912639
31363,-7.71368959269
31364,-7.71583732304
31365,-7.71800231745
31366,-7.72018457591
31367,-7.72238409842
31368,-7.72460088499
31369,-7.72683493561
31370,-7.72908625029
31371,-7.73135482902
31372,-7.7336406718
31373,-7.73594377864
31374,-7.73826414953
31375,-7.74060178447
31376,-7.74295668347
31377,-7.74532884652
31378,-7.74771827363
31379,-7.75012496479
31380,-7.75254892
31381,-7.75499013927
31382,-7.75744862259
31383,-7.75992436996
31384,-7.76241738139
31385,-7.76492765687
31386,-7.76745519641
31387,-7.77
31388,-7.77256206764
31389,-7.77514139934
31390,-7.77773799509
31391,-7.7803518549
31392,-7.78298297875
31393,-7.78563136667
31394,-7.78829701863
31395,-7.79097993465
31396,-7.79368011473
31397,-7.79639755885
31398,-7.79913226703
31399,-7.80188423927
31400,-7.80465347556
31401,-7.8074399759
31402,-7.8102437403
31403,-7.81306476875
31404,-7.81590306125
31405,-7.81875861781
31406,-7.82163143842
31407,-7.82452152308
31408,-7.8274288718
31409,-7.83035348457
31410,-7.8332953614
31411,-7.83625450228
31412,-7.83923090721
31413,-7.8422245762
31414,-7.84523550924
31415,-7.84826370634
31416,-7.85130916749
31417,-7.85437189269
31418,-7.85745188195
31419,-7.86054913526
31420,-7.86366365262
31421,-7.86679543404
31422,-7.86994447951
31423,-7.87311078903
31424,-7.87629436261
31425,-7.87949520025
31426,-7.88271330193
31427,-7.88594866767
31428,-7.88920129747
31429,-7.89247119132
31430,-7.89575834922
31431,-7.89905009517
31432,-7.90233375316
31433,-7.9056093232
31434,-7.90887680528
31435,-7.9121361994
31436,-7.91538750556
31437,-7.91863072377
31438,-7.92186585402
31439,-7.92509289632
31440,-7.92831185066
31441,-7.93152271704
31442,-7.93472549546
31443,-7.93792018593
31444,-7.94110678844
31445,-7.94428530299
31446,-7.94745572959
31447,-7.95061806823
31448,-7.95377231891
31449,-7.95691848164
31450,-7.96005655641
31451,-7.96318654322
31452,-7.96630844208
31453,-7.96942225298
31454,-7.97252797592
31455,-7.9756256109
31456,-7.97871515793
31457,-7.981796617
31458,-7.98486998811
31459,-7.98793527127
31460,-7.99099246647
31461,-7.99404157372
31462,-7.997082593
31463,-8.00011552433
31464,-8.0031403677
31465,-8.00615712312
31466,-8.00916579058
31467,-8.01216637008
31468,-8.01515886163
31469,-8.01814326522
31470,-8.02111958085
31471,-8.02408780852
31472,-8.02704794824
31473,-8.03
31474,-8.0329439638
31475,-8.03587983965
31476,-8.03880762754
31477,-8.04172732747
31478,-8.04463893945
31479,-8.04754246347
31480,-8.05043789953
31481,-8.05332524764
31482,-8.05620450779
31483,-8.05907567998
31484,-8.06193876421
31485,-8.06479376049
31486,-8.06764066881
31487,-8.07047948918
31488,-8.07331022159
31489,-8.07613286604
31490,-8.07894742253
31491,-8.08175389107
31492,-8.08455227165
31493,-8.08734256427
31494,-8.09012476894
31495,-8.09289888565
31496,-8.0956649144
31497,-8.09842285519
31498,-8.10117270803
31499,-8.10391447291
31500,-8.10664814984
31501,-8.10937373881
31502,-8.11209123982
31503,-8.11480065287
31504,-8.11750197797
31505,-8.12019521511
31506,-8.12288036429
31507,-8.12555742552
31508,-8.12822639879
31509,-8.1308872841
31510,-8.13354008146
31511,-8.13618479086
31512,-8.1388214123
31513,-8.14144994578
31514,-8.14407039131
31515,-8.14668274888
31516,-8.1492870185
31517,-8.15187581902
31518,-8.15440486365
31519,-8.15686677125
31520,-8.15926154182
31521,-8.16158917535
31522,-8.16384967186
31523,-8.16604303134
31524,-8.16816925379
31525,-8.17022833921
31526,-8.1722202876
31527,-8.17414509895
31528,-8.17600277328
31529,-8.17779331058
31530,-8.17951671085
31531,-8.18117297409
31532,-8.1827621003
31533,-8.18428408948
31534,-8.18573894163
31535,-8.18712665675
31536,-8.18844723484
31537,-8.18970067589
31538,-8.19088697992
31539,-8.19200614692
31540,-8.19305817689
31541,-8.19404306983
31542,-8.19496082574
31543,-8.19581144462
31544,-8.19659492647
31545,-8.19731127129
31546,-8.19796047908
31547,-8.19854254984
31548,-8.19905748357
31549,-8.19950528027
31550,-8.19988593994
31551,-8.20019946258
31552,-8.20044584819
31553,-8.20062509677
31554,-8.20073720832
31555,-8.20078218285
31556,-8.20076002034
31557,-8.2006707208
31558,-8.20051428423
31559,-8.20029071063
31560,-8.2
31561,-8.19964215234
31562,-8.19921716765
31563,-8.19872504593
31564,-8.19816578719
31565,-8.19753939141
31566,-8.1968458586
31567,-8.19608518876
31568,-8.19525738189
31569,-8.19436243799
31570,-8.19340035707
31571,-8.19237113911
31572,-8.19127478412
31573,-8.1901112921
31574,-8.18888066305
31575,-8.18758289698
31576,-8.18621799387
31577,-8.18478595373
31578,-8.18328677656
31579,-8.18172046237
31580,-8.18008701114
31581,-8.17838642288
31582,-8.17661869759
31583,-8.17478383528
31584,-8.17288183593
31585,-8.17091269955
31586,-8.16887642615
31587,-8.16677301571
31588,-8.16460246824
31589,-8.16236478375
31590,-8.16005996222
31591,-8.15768800366
31592,-8.15524890808
31593,-8.15274267546
31594,-8.15016930581
31595,-8.14752879914
31596,-8.14482115543
31597,-8.14204637469
31598,-8.13920445693
31599,-8.13629540213
31600,-8.13331921031
31601,-8.13027588145
31602,-8.12716541557
31603,-8.12398781265
31604,-8.1207430727
31605,-8.11744074694
31606,-8.11409038657
31607,-8.11069199159
31608,-8.107245562
31609,-8.1037510978
31610,-8.100208599
31611,-8.09661806559
31612,-8.09297949757
31613,-8.08929289494
31614,-8.0855582577
31615,-8.08177558586
31616,-8.07794487941
31617,-8.07406613835
31618,-8.07013936268
31619,-8.06616455241
31620,-8.06214170753
31621,-8.05807082804
31622,-8.05395191394
31623,-8.04978496523
31624,-8.04556998192
31625,-8.04130696399
31626,-8.03699591146
31627,-8.03263682433
31628,-8.02822970258
31629,-8.02377454623
31630,-8.01927135526
31631,-8.01472012969
31632,-8.01012086952
31633,-8.00547357473
31634,-8.00077824534
31635,-7.99603488134
31636,-7.99124348273
31637,-7.98640404951
31638,-7.98151658168
31639,-7.97658107925
31640,-7.97159754221
31641,-7.96656597056
31642,-7.96148636431
31643,-7.95635872344
31644,-7.95118304797
31645,-7.94595933789
31646,-7.9406875932
31647,-7.9353678139
31648,-7.93
31649,-7.92458415149
31650,-7.91912026837
31651,-7.91360835064
31652,-7.90804839831
31653,-7.90244041136
31654,-7.89678438981
31655,-7.89108033365
31656,-7.88532824288
31657,-7.87952811751
31658,-7.87367995753
31659,-7.86778376294
31660,-7.86183953374
31661,-7.85584726993
31662,-7.84980697152
31663,-7.84371863849
31664,-7.83758227086
31665,-7.83139786862
31666,-7.82516543178
31667,-7.81888496032
31668,-7.81255645426
31669,-7.80617991359
31670,-7.79975533831
31671,-7.79328272843
31672,-7.78676208394
31673,-7.78019340483
31674,-7.77357669113
31675,-7.76691194281
31676,-7.76019915988
31677,-7.75343834235
31678,-7.74662949021
31679,-7.73977260346
31680,-7.7328676821
31681,-7.72591472614
31682,-7.71891373557
31683,-7.71186471039
31684,-7.7047676506
31685,-7.6976225562
31686,-7.6904294272
31687,-7.68318826359
31688,-7.67589906537
31689,-7.66856183254
31690,-7.6611765651
31691,-7.65375735727
31692,-7.64638877431
31693,-7.63908491042
31694,-7.63184576562
31695,-7.62467133989
31696,-7.61756163324
31697,-7.61051664567
31698,-7.60353637718
31699,-7.59662082777
31700,-7.58976999744
31701,-7.58298388619
31702,-7.57626249402
31703,-7.56960582093
31704,-7.56301386692
31705,-7.55648663198
31706,-7.55002411613
31707,-7.54362631935
31708,-7.53729324165
31709,-7.53102488304
31710,-7.5248212435
31711,-7.51868232304
31712,-7.51260812166
31713,-7.50659863936
31714,-7.50065387614
31715,-7.494773832
31716,-7.48895850694
31717,-7.48320790095
31718,-7.47752201405
31719,-7.47190084622
31720,-7.46634439748
31721,-7.46085266781
31722,-7.45542565723
31723,-7.45006336572
31724,-7.44476579329
31725,-7.43953293994
31726,-7.43436480567
31727,-7.42926139048
31728,-7.42422269437
31729,-7.41924871734
31730,-7.41433945938
31731,-7.40949492051
31732,-7.40471510072
31733,-7.4
31734,-7.39534961836
31735,-7.39076395581
31736,-7.38624301233
31737,-7.38178678793
31738,-7.37739528261
31739,-7.37306849637
31740,-7.36880642921
31741,-7.36460908113
31742,-7.36047645213
31743,-7.35640854221
31744,-7.35240535136
31745,-7.3484668796
31746,-7.34459312691
31747,-7.34078409331
31748,-7.33703977878
31749,-7.33336018333
31750,-7.32974530696
31751,-7.32619514968
31752,-7.32270971147
31753,-7.31928899234
31754,-7.31593299228
31755,-7.31264171131
31756,-7.30941514942
31757,-7.30625330661
31758,-7.30315618287
31759,-7.30012377822
31760,-7.29715609264
31761,-7.29425312615
31762,-7.29141487873
31763,-7.28864135039
31764,-7.28593254113
31765,-7.28328845095
31766,-7.28070907985
31767,-7.27819442783
31768,-7.27574449489
31769,-7.27335928103
31770,-7.27103878624
31771,-7.26878301054
31772,-7.26659195391
31773,-7.26446561637
31774,-7.2624039979
31775,-7.26035141692
31776,-7.25825219181
31777,-7.25610632259
31778,-7.25391380925
31779,-7.25167465178
31780,-7.2493888502
31781,-7.2470564045
31782,-7.24467731469
31783,-7.24225158075
31784,-7.23977920269
31785,-7.23726018052
31786,-7.23469451422
31787,-7.23208220381
31788,-7.22942324928
31789,-7.22671765063
31790,-7.22396540786
31791,-7.22116652097
31792,-7.21832098997
31793,-7.21542881484
31794,-7.2124899956
31795,-7.20950453223
31796,-7.20647242475
31797,-7.20339367315
31798,-7.20026827743
31799,-7.19709623759
31800,-7.19387755363
31801,-7.19061222556
31802,-7.18730025336
31803,-7.18394163705
31804,-7.18053637661
31805,-7.17708447206
31806,-7.17358592339
31807,-7.1700407306
31808,-7.16644889369
31809,-7.16281041266
31810,-7.15912528752
31811,-7.15539351825
31812,-7.15161510487
31813,-7.14779004736
31814,-7.14391834574
31815,-7.14
31816,-7.13603501014
31817,-7.13202337616
31818,-7.12796509806
31819,-7.12386017585
31820,-7.11970860951
31821,-7.11551039906
31822,-7.11126554449
31823,-7.10697404579
31824,-7.10263590298
31825,-7.09825111605
31826,-7.093819685
31827,-7.08934160984
31828,-7.08481689055
31829,-7.08024552715
31830,-7.07562751962
31831,-7.07096286798
31832,-7.06625157222
31833,-7.06149363234
31834,-7.05668904834
31835,-7.05183782022
31836,-7.04693994798
31837,-7.04199543163
31838,-7.03700427115
31839,-7.03196646656
31840,-7.02688201784
31841,-7.02175092501
31842,-7.01657318806
31843,-7.01134880699
31844,-7.0060777818
31845,-7.0007601125
31846,-6.99539579907
31847,-6.98998484153
31848,-6.98452723986
31849,-6.97902299408
31850,-6.97347210418
31851,-6.96787457016
31852,-6.96223039202
31853,-6.95653956976
31854,-6.95080210339
31855,-6.94501799289
31856,-6.93920282906
31857,-6.93345015658
31858,-6.92777556625
31859,-6.92217905806
31860,-6.91666063201
31861,-6.9112202881
31862,-6.90585802633
31863,-6.9005738467
31864,-6.89536774921
31865,-6.89023973387
31866,-6.88518980066
31867,-6.8802179496
31868,-6.87532418067
31869,-6.87050849389
31870,-6.86577088925
31871,-6.86111136674
31872,-6.85652992638
31873,-6.85202656816
31874,-6.84760129209
31875,-6.84325409815
31876,-6.83898498635
31877,-6.8347939567
31878,-6.83068100918
31879,-6.82664614381
31880,-6.82268936057
31881,-6.81881065948
31882,-6.81501004053
31883,-6.81128750372
31884,-6.80764304905
31885,-6.80407667652
31886,-6.80058838613
31887,-6.79717817788
31888,-6.79384605178
31889,-6.79059200781
31890,-6.78741604599
31891,-6.7843181663
31892,-6.78129836876
31893,-6.77835665336
31894,-6.7754930201
31895,-6.77270746898
31896,-6.77
31897,-6.76737061316
31898,-6.76481930846
31899,-6.76234608591
31900,-6.75995094549
31901,-6.75763388722
31902,-6.75539491108
31903,-6.75323401709
31904,-6.75115120524
31905,-6.74914647553
31906,-6.74721982796
31907,-6.74537126253
31908,-6.74360077924
31909,-6.74190837809
31910,-6.74029405909
31911,-6.73875782222
31912,-6.73729966749
31913,-6.73591959491
31914,-6.73461760447
31915,-6.73339369616
31916,-6.73224787
31917,-6.73118012598
31918,-6.7301904641
31919,-6.72927888436
31920,-6.72844538677
31921,-6.72768997131
31922,-6.72701263799
31923,-6.72641338682
31924,-6.72589221778
31925,-6.72544913089
31926,-6.72508412614
31927,-6.72479720353
31928,-6.72458836306
31929,-6.72445760473
31930,-6.72440492854
31931,-6.72443033449
31932,-6.72453382258
31933,-6.72471539282
31934,-6.72497504519
31935,-6.72531277971
31936,-6.72572859636
31937,-6.72618100227
31938,-6.72662850455
31939,-6.7270711032
31940,-6.72750879821
31941,-6.7279415896
31942,-6.72836947735
31943,-6.72879246147
31944,-6.72921054196
31945,-6.72962371882
31946,-6.73003199204
31947,-6.73043536163
31948,-6.73083382759
31949,-6.73122738992
31950,-6.73161604862
31951,-6.73199980369
31952,-6.73237865512
31953,-6.73275260292
31954,-6.73312164709
31955,-6.73348578763
31956,-6.73384502454
31957,-6.73419935781
31958,-6.73454878746
31959,-6.73489331347
31960,-6.73523293585
31961,-6.7355676546
31962,-6.73589746971
31963,-6.7362223812
31964,-6.73654238905
31965,-6.73685749327
31966,-6.73716769386
31967,-6.73747299082
31968,-6.73777338414
31969,-6.73806887384
31970,-6.7383594599
31971,-6.73864514233
31972,-6.73892592113
31973,-6.73920179629
31974,-6.73947276783
31975,-6.73973883573
31976,-6.74
31977,-6.74025626064
31978,-6.74050761765
31979,-6.74075407102
31980,-6.74099562077
31981,-6.74123226688
31982,-6.74146400936
31983,-6.74169084821
31984,-6.74191278342
31985,-6.74212981501
31986,-6.74234194296
31987,-6.74254916728
31988,-6.74275148797
31989,-6.74294890503
31990,-6.74314141846
31991,-6.74332902825
31992,-6.74351173441
31993,-6.74368953694
31994,-6.74386243584
31995,-6.74403043111
31996,-6.74419352274
31997,-6.74435171075
31998,-6.74450499512
31999,-6.74465337586
32000,-6.74479685297
32001,-6.74493542644
32002,-6.74506909629
32003,-6.7451978625
32004,-6.74532172508
32005,-6.74544068403
32006,-6.74555473935
32007,-6.74566389103
32008,-6.74576813909
32009,-6.74586748351
32010,-6.7459619243
32011,-6.74605146146
32012,-6.74613609498
32013,-6.74621582488
32014,-6.74629065114
32015,-6.74636057377
32016,-6.74642559277
32017,-6.74651382978
32018,-6.74665340644
32019,-6.74684432275
32020,-6.74708657871
32021,-6.74738017431
32022,-6.74772510957
32023,-6.74812138448
32024,-6.74856899904
32025,-6.74906795324
32026,-6.7496182471
32027,-6.75021988061
